point50705 ( 41551 , 166649 ) 
point79290 ( 793128 , 263723 ) 
point12698 ( 51975 , 205287 ) 
point64152 ( 772498 , 255961 ) 
point30584 ( 159494 , 421513 ) 
point27374 ( 426815 , 113872 ) 
point2708 ( 626019 , 432194 ) 
point61202 ( 762052 , 268517 ) 
point34765 ( 605939 , 950118 ) 
point44699 ( 776371 , 549271 ) 
point45843 ( 987503 , 974985 ) 
point27462 ( 231086 , 546054 ) 
point88752 ( 752560 , 278727 ) 
point17253 ( 917341 , 439120 ) 
point11265 ( 562340 , 216801 ) 
point13086 ( 547135 , 989708 ) 
point88202 ( 760038 , 271968 ) 
point44641 ( 298955 , 857701 ) 
point25454 ( 231882 , 276395 ) 
point49293 ( 479285 , 87155 ) 
point22639 ( 563729 , 485239 ) 
point60533 ( 780566 , 280671 ) 
point5472 ( 563457 , 844939 ) 
point90665 ( 756635 , 253760 ) 
point73184 ( 758960 , 255118 ) 
point46022 ( 433437 , 601796 ) 
point81229 ( 773123 , 270563 ) 
point25348 ( 750556 , 766172 ) 
point45297 ( 185486 , 188684 ) 
point63810 ( 763872 , 250593 ) 
point45205 ( 797590 , 149896 ) 
point18113 ( 776038 , 527892 ) 
point45328 ( 738716 , 102338 ) 
point96506 ( 769246 , 251659 ) 
point97999 ( 772014 , 272211 ) 
point68740 ( 770676 , 299625 ) 
point82237 ( 788711 , 294717 ) 
point70187 ( 765321 , 291204 ) 
point10665 ( 503694 , 4256 ) 
point64166 ( 788204 , 289583 ) 
point45247 ( 789980 , 377363 ) 
point48376 ( 343028 , 64555 ) 
point58957 ( 451148 , 262593 ) 
point20844 ( 648798 , 820542 ) 
point85568 ( 754556 , 289907 ) 
point78272 ( 780567 , 286036 ) 
point71838 ( 751096 , 282149 ) 
point90685 ( 753906 , 252526 ) 
point95076 ( 752666 , 293165 ) 
point67713 ( 793482 , 294005 ) 
point46967 ( 897611 , 853011 ) 
point52439 ( 934703 , 830032 ) 
point59660 ( 193002 , 588358 ) 
point87544 ( 757408 , 273013 ) 
point53942 ( 131366 , 261303 ) 
point55791 ( 985954 , 265200 ) 
point38890 ( 426000 , 76036 ) 
point29690 ( 857833 , 602646 ) 
point44948 ( 23110 , 914240 ) 
point89696 ( 787245 , 271877 ) 
point84352 ( 774779 , 294098 ) 
point23208 ( 232746 , 336616 ) 
point74483 ( 799049 , 267422 ) 
point78869 ( 757259 , 281075 ) 
point80164 ( 767469 , 267893 ) 
point68494 ( 773513 , 257660 ) 
point14711 ( 945536 , 858001 ) 
point99385 ( 754600 , 273640 ) 
point9748 ( 781250 , 735787 ) 
point26825 ( 919559 , 764398 ) 
point586 ( 697822 , 756998 ) 
point99330 ( 778849 , 282972 ) 
point62126 ( 793650 , 272418 ) 
point16607 ( 605914 , 516368 ) 
point21580 ( 688013 , 508211 ) 
point19565 ( 530177 , 609045 ) 
point72803 ( 767967 , 290927 ) 
point75597 ( 766704 , 277731 ) 
point80685 ( 752324 , 250483 ) 
point36286 ( 334265 , 304901 ) 
point2571 ( 732090 , 167398 ) 
point2920 ( 641545 , 117966 ) 
point35603 ( 360161 , 691033 ) 
point8523 ( 506955 , 788759 ) 
point20648 ( 981597 , 881095 ) 
point9867 ( 237717 , 731325 ) 
point59682 ( 895190 , 196538 ) 
point31533 ( 670986 , 40148 ) 
point5681 ( 206370 , 473121 ) 
point10788 ( 734896 , 974998 ) 
point17610 ( 765987 , 534217 ) 
point27214 ( 815255 , 746866 ) 
point94338 ( 772493 , 273813 ) 
point56342 ( 469833 , 902804 ) 
point97276 ( 796058 , 299030 ) 
point69065 ( 765856 , 287236 ) 
point80380 ( 779952 , 284135 ) 
point18027 ( 499892 , 278249 ) 
point26995 ( 366599 , 486864 ) 
point24745 ( 774582 , 369843 ) 
point75790 ( 761273 , 279293 ) 
point9058 ( 1141 , 806086 ) 
point10206 ( 39605 , 747397 ) 
point54415 ( 418943 , 936086 ) 
point24582 ( 911353 , 106103 ) 
point26348 ( 744426 , 527881 ) 
point13896 ( 104089 , 328362 ) 
point46891 ( 651565 , 938161 ) 
point23633 ( 331918 , 250440 ) 
point95206 ( 762033 , 281395 ) 
point55621 ( 423736 , 31011 ) 
point22189 ( 20322 , 195439 ) 
point6718 ( 776965 , 547156 ) 
point746 ( 822520 , 991320 ) 
point53194 ( 910524 , 593489 ) 
point84486 ( 777558 , 258993 ) 
point48943 ( 384390 , 158561 ) 
point99959 ( 765009 , 255157 ) 
point39721 ( 451947 , 116299 ) 
point94745 ( 780389 , 251475 ) 
point2372 ( 366757 , 920120 ) 
point22299 ( 611002 , 597152 ) 
point7866 ( 782073 , 745532 ) 
point92784 ( 765190 , 260056 ) 
point97341 ( 798889 , 250793 ) 
point84506 ( 758858 , 288658 ) 
point84469 ( 774820 , 284966 ) 
point92861 ( 756187 , 267295 ) 
point88964 ( 794055 , 296717 ) 
point85751 ( 794746 , 258528 ) 
point80648 ( 772346 , 266150 ) 
point8734 ( 655951 , 250370 ) 
point26544 ( 991658 , 558736 ) 
point92384 ( 750046 , 290447 ) 
point31013 ( 780306 , 139730 ) 
point74224 ( 768248 , 253904 ) 
point80994 ( 782374 , 254270 ) 
point74888 ( 790393 , 294194 ) 
point73807 ( 769764 , 295822 ) 
point53716 ( 758876 , 706479 ) 
point80207 ( 786831 , 265932 ) 
point10973 ( 645133 , 482985 ) 
point34029 ( 82863 , 912264 ) 
point44443 ( 667892 , 832425 ) 
point84429 ( 778941 , 273089 ) 
point97296 ( 755118 , 284300 ) 
point90257 ( 785728 , 254120 ) 
point82872 ( 790657 , 256077 ) 
point62911 ( 784352 , 285465 ) 
point70685 ( 783338 , 286439 ) 
point21322 ( 359193 , 77514 ) 
point68859 ( 787132 , 251811 ) 
point32193 ( 461581 , 423638 ) 
point88636 ( 777767 , 297103 ) 
point62528 ( 787475 , 279337 ) 
point95210 ( 757314 , 283831 ) 
point48162 ( 558874 , 242607 ) 
point92320 ( 760807 , 262248 ) 
point87719 ( 753682 , 258618 ) 
point32349 ( 849570 , 508298 ) 
point75159 ( 761053 , 299299 ) 
point42037 ( 686493 , 641632 ) 
point39229 ( 821593 , 873793 ) 
point87490 ( 763038 , 251853 ) 
point35438 ( 700654 , 130287 ) 
point43644 ( 411782 , 432507 ) 
point62474 ( 768412 , 256536 ) 
point71934 ( 762057 , 256461 ) 
point51429 ( 60475 , 751447 ) 
point35920 ( 805336 , 449103 ) 
point93806 ( 793340 , 289520 ) 
point17949 ( 770460 , 351910 ) 
point78102 ( 757209 , 286733 ) 
point15512 ( 472406 , 566714 ) 
point64011 ( 770274 , 252433 ) 
point37803 ( 895511 , 704198 ) 
point68204 ( 786759 , 297835 ) 
point3033 ( 118396 , 747899 ) 
point41312 ( 70836 , 1656 ) 
point6282 ( 967841 , 293024 ) 
point12287 ( 124931 , 833849 ) 
point38158 ( 686555 , 900520 ) 
point16346 ( 343466 , 448580 ) 
point21796 ( 132298 , 431184 ) 
point67959 ( 785517 , 291438 ) 
point77702 ( 792678 , 296919 ) 
point31066 ( 214502 , 886447 ) 
point96557 ( 786604 , 267116 ) 
point9899 ( 413789 , 753917 ) 
point28719 ( 341371 , 161076 ) 
point14969 ( 928784 , 532423 ) 
point31213 ( 593757 , 319790 ) 
point78470 ( 765319 , 293159 ) 
point4604 ( 374345 , 999598 ) 
point19325 ( 839729 , 223128 ) 
point20984 ( 617959 , 620058 ) 
point82849 ( 799159 , 290176 ) 
point48149 ( 912403 , 445536 ) 
point28056 ( 7804 , 401803 ) 
point89402 ( 783277 , 250910 ) 
point73637 ( 763438 , 258383 ) 
point98626 ( 750504 , 266315 ) 
point34259 ( 723325 , 955345 ) 
point74835 ( 777089 , 292078 ) 
point53533 ( 870358 , 735327 ) 
point43832 ( 818009 , 492904 ) 
point68172 ( 780576 , 290196 ) 
point90211 ( 760725 , 271042 ) 
point13755 ( 123322 , 50301 ) 
point32710 ( 480260 , 386844 ) 
point99479 ( 754827 , 264697 ) 
point53923 ( 592121 , 439431 ) 
point20931 ( 895239 , 569442 ) 
point51771 ( 134104 , 571337 ) 
point70095 ( 794976 , 282729 ) 
point93886 ( 759759 , 277579 ) 
point90844 ( 799806 , 274322 ) 
point60908 ( 770750 , 278770 ) 
point49531 ( 107020 , 970559 ) 
point57598 ( 964987 , 847517 ) 
point52284 ( 540211 , 118322 ) 
point80977 ( 779244 , 267780 ) 
point26456 ( 862260 , 160801 ) 
point84368 ( 783061 , 293267 ) 
point52376 ( 428838 , 913466 ) 
point23372 ( 224201 , 929274 ) 
point83727 ( 777753 , 297527 ) 
point1097 ( 144436 , 903064 ) 
point98858 ( 775367 , 251474 ) 
point48203 ( 405938 , 493093 ) 
point49753 ( 539388 , 70430 ) 
point25694 ( 711276 , 102350 ) 
point22462 ( 924327 , 223611 ) 
point12321 ( 210561 , 159814 ) 
point33149 ( 337542 , 645452 ) 
point74397 ( 773552 , 251627 ) 
point86391 ( 771880 , 290375 ) 
point2973 ( 36542 , 337408 ) 
point18850 ( 947881 , 967307 ) 
point49779 ( 468975 , 902823 ) 
point72384 ( 782008 , 280299 ) 
point41309 ( 627470 , 776420 ) 
point88890 ( 777732 , 262320 ) 
point38134 ( 219006 , 128291 ) 
point13019 ( 72057 , 335861 ) 
point61454 ( 794081 , 250344 ) 
point70001 ( 781822 , 277440 ) 
point14437 ( 959110 , 180178 ) 
point74676 ( 775258 , 271875 ) 
point62736 ( 799928 , 283809 ) 
point67535 ( 794776 , 284365 ) 
point23817 ( 668741 , 835762 ) 
point70057 ( 750401 , 268299 ) 
point15786 ( 46451 , 861924 ) 
point48920 ( 987506 , 486430 ) 
point64987 ( 787260 , 283662 ) 
point44541 ( 747080 , 572292 ) 
point44389 ( 74769 , 66834 ) 
point76535 ( 750240 , 258409 ) 
point78278 ( 799467 , 277265 ) 
point11262 ( 481343 , 530142 ) 
point69172 ( 762886 , 278811 ) 
point54052 ( 584752 , 342375 ) 
point60807 ( 764966 , 285993 ) 
point71022 ( 752363 , 257615 ) 
point33640 ( 833133 , 295166 ) 
point12787 ( 188655 , 829267 ) 
point41925 ( 442732 , 651177 ) 
point8735 ( 208261 , 171628 ) 
point36008 ( 969507 , 768426 ) 
point10179 ( 790787 , 290410 ) 
point78314 ( 752104 , 284757 ) 
point55182 ( 517999 , 195225 ) 
point2849 ( 808662 , 192478 ) 
point49459 ( 999612 , 19195 ) 
point43189 ( 288726 , 482122 ) 
point66064 ( 781362 , 258364 ) 
point77177 ( 798115 , 271977 ) 
point91901 ( 763355 , 262194 ) 
point3948 ( 988946 , 9318 ) 
point95865 ( 757335 , 266256 ) 
point66156 ( 786804 , 285948 ) 
point59151 ( 998205 , 946892 ) 
point5968 ( 884038 , 584603 ) 
point15077 ( 273360 , 553487 ) 
point16255 ( 386012 , 148475 ) 
point9922 ( 109667 , 396176 ) 
point69885 ( 763031 , 296691 ) 
point85453 ( 773574 , 291905 ) 
point49827 ( 877081 , 680779 ) 
point77173 ( 769438 , 283802 ) 
point93186 ( 750300 , 274007 ) 
point19552 ( 530336 , 659806 ) 
point85379 ( 788249 , 252234 ) 
point74725 ( 769419 , 256333 ) 
point82515 ( 785441 , 269762 ) 
point70464 ( 767756 , 261175 ) 
point91183 ( 767818 , 288038 ) 
point20121 ( 729649 , 598342 ) 
point94769 ( 782418 , 266899 ) 
point90494 ( 790887 , 298496 ) 
point74655 ( 755398 , 299129 ) 
point4322 ( 719877 , 186931 ) 
point79585 ( 754403 , 258539 ) 
point94045 ( 771203 , 284604 ) 
point38418 ( 285388 , 53875 ) 
point97119 ( 783241 , 295673 ) 
point98995 ( 753640 , 251289 ) 
point69344 ( 768728 , 262596 ) 
point76839 ( 756445 , 298937 ) 
point22135 ( 520355 , 316321 ) 
point46479 ( 31505 , 179691 ) 
point24349 ( 700525 , 706079 ) 
point93808 ( 755968 , 297297 ) 
point98383 ( 757924 , 274989 ) 
point68203 ( 764404 , 298771 ) 
point54499 ( 708242 , 905430 ) 
point74365 ( 755147 , 275222 ) 
point64066 ( 796576 , 290247 ) 
point67448 ( 773878 , 290289 ) 
point14242 ( 701615 , 463645 ) 
point3091 ( 693971 , 604709 ) 
point40658 ( 687750 , 792201 ) 
point83394 ( 799861 , 266967 ) 
point49127 ( 305219 , 801126 ) 
point43501 ( 591311 , 285145 ) 
point24516 ( 670880 , 834901 ) 
point87995 ( 793459 , 289210 ) 
point90902 ( 754516 , 278488 ) 
point86927 ( 770549 , 254897 ) 
point54285 ( 61281 , 298469 ) 
point21454 ( 756053 , 852813 ) 
point42024 ( 410561 , 178332 ) 
point74463 ( 770306 , 280615 ) 
point91846 ( 753246 , 296476 ) 
point11374 ( 937721 , 686038 ) 
point61591 ( 794727 , 265331 ) 
point85385 ( 753064 , 274995 ) 
point28536 ( 309042 , 910630 ) 
point30910 ( 311381 , 678077 ) 
point13876 ( 382638 , 392177 ) 
point25532 ( 726430 , 107284 ) 
point7614 ( 720835 , 468432 ) 
point7401 ( 441669 , 231822 ) 
point1783 ( 489994 , 969496 ) 
point80126 ( 790623 , 277740 ) 
point13967 ( 933365 , 770523 ) 
point85661 ( 785349 , 270850 ) 
point15254 ( 314893 , 246369 ) 
point31450 ( 893153 , 236449 ) 
point92757 ( 779541 , 291038 ) 
point24154 ( 716268 , 359641 ) 
point71742 ( 796541 , 255751 ) 
point5152 ( 853364 , 34153 ) 
point98352 ( 768510 , 275324 ) 
point92567 ( 755835 , 251865 ) 
point40655 ( 849992 , 299061 ) 
point8536 ( 84148 , 93796 ) 
point43949 ( 835490 , 171388 ) 
point21221 ( 483368 , 128790 ) 
point38713 ( 694136 , 81330 ) 
point21643 ( 278561 , 154243 ) 
point32346 ( 303758 , 983898 ) 
point50784 ( 957637 , 484418 ) 
point22546 ( 900521 , 649739 ) 
point15687 ( 596251 , 940612 ) 
point2394 ( 613699 , 705692 ) 
point81128 ( 750917 , 287617 ) 
point61525 ( 788222 , 276303 ) 
point94033 ( 794814 , 288288 ) 
point68032 ( 759305 , 252282 ) 
point68595 ( 788445 , 280820 ) 
point10836 ( 742856 , 597594 ) 
point7825 ( 889491 , 424639 ) 
point8801 ( 208157 , 512878 ) 
point96876 ( 785793 , 272299 ) 
point44462 ( 694553 , 369934 ) 
point10071 ( 242139 , 780936 ) 
point81741 ( 776609 , 270205 ) 
point53737 ( 724016 , 950837 ) 
point34836 ( 390182 , 208136 ) 
point80768 ( 779256 , 278698 ) 
point7474 ( 308335 , 845861 ) 
point83622 ( 780491 , 273310 ) 
point70392 ( 765559 , 250625 ) 
point6866 ( 773293 , 308457 ) 
point86340 ( 775979 , 271138 ) 
point29718 ( 172185 , 489265 ) 
point70385 ( 750241 , 285607 ) 
point67899 ( 797635 , 287478 ) 
point74710 ( 760967 , 280992 ) 
point64760 ( 781190 , 275762 ) 
point5150 ( 908214 , 485548 ) 
point48118 ( 399846 , 151985 ) 
point6589 ( 83568 , 269700 ) 
point3823 ( 748434 , 334931 ) 
point15440 ( 378408 , 413397 ) 
point93454 ( 781307 , 269345 ) 
point42455 ( 792823 , 99892 ) 
point73395 ( 798523 , 269780 ) 
point40846 ( 187088 , 888911 ) 
point44228 ( 150645 , 332737 ) 
point33672 ( 145257 , 632052 ) 
point55440 ( 492783 , 944413 ) 
point76321 ( 770000 , 291228 ) 
point18268 ( 277976 , 202592 ) 
point15480 ( 332165 , 503014 ) 
point51905 ( 267797 , 725269 ) 
point26129 ( 492715 , 364972 ) 
point70117 ( 790404 , 256620 ) 
point32816 ( 815109 , 14185 ) 
point14811 ( 728955 , 185879 ) 
point41698 ( 603512 , 778928 ) 
point85522 ( 776797 , 261405 ) 
point38931 ( 244841 , 534452 ) 
point42752 ( 511871 , 655173 ) 
point98623 ( 797334 , 266922 ) 
point60077 ( 772012 , 269534 ) 
point39258 ( 255424 , 659017 ) 
point59691 ( 666841 , 590363 ) 
point72837 ( 776686 , 258355 ) 
point86338 ( 755119 , 264757 ) 
point5793 ( 684048 , 173858 ) 
point34703 ( 360582 , 937249 ) 
point18604 ( 298856 , 558700 ) 
point43479 ( 158116 , 284763 ) 
point86210 ( 771191 , 276567 ) 
point8310 ( 148962 , 952824 ) 
point80140 ( 795261 , 291502 ) 
point46092 ( 428157 , 626516 ) 
point83542 ( 795232 , 299150 ) 
point15269 ( 247012 , 407643 ) 
point90424 ( 777618 , 288399 ) 
point79988 ( 750707 , 261164 ) 
point65601 ( 755999 , 270981 ) 
point67970 ( 765058 , 251279 ) 
point592 ( 959445 , 530151 ) 
point44805 ( 922806 , 126069 ) 
point59235 ( 500028 , 972270 ) 
point50516 ( 601939 , 303337 ) 
point90120 ( 765967 , 298723 ) 
point60209 ( 751160 , 254787 ) 
point99629 ( 784619 , 256718 ) 
point7358 ( 477032 , 474595 ) 
point38633 ( 106794 , 946982 ) 
point35720 ( 633352 , 396074 ) 
point12770 ( 391797 , 442137 ) 
point67018 ( 788253 , 296181 ) 
point67962 ( 763558 , 275651 ) 
point21874 ( 127619 , 839771 ) 
point37574 ( 226963 , 550168 ) 
point87657 ( 778744 , 282788 ) 
point83429 ( 781391 , 271321 ) 
point24153 ( 570700 , 254299 ) 
point48465 ( 72469 , 405012 ) 
point22402 ( 81735 , 598264 ) 
point23244 ( 968024 , 405651 ) 
point4141 ( 295366 , 668375 ) 
point54895 ( 430422 , 981784 ) 
point82157 ( 750182 , 274047 ) 
point43360 ( 160666 , 651727 ) 
point46006 ( 162028 , 974635 ) 
point2760 ( 844166 , 386499 ) 
point24637 ( 340732 , 53999 ) 
point54488 ( 96771 , 941458 ) 
point26550 ( 31021 , 536450 ) 
point12601 ( 797415 , 305140 ) 
point86773 ( 796287 , 281532 ) 
point58057 ( 489300 , 439329 ) 
point99147 ( 759451 , 279438 ) 
point61371 ( 772888 , 292116 ) 
point78496 ( 753478 , 285608 ) 
point17202 ( 17954 , 954236 ) 
point5773 ( 826046 , 783578 ) 
point24838 ( 216504 , 984611 ) 
point96514 ( 774453 , 297289 ) 
point7612 ( 594535 , 112072 ) 
point26141 ( 976445 , 425768 ) 
point62028 ( 770855 , 285202 ) 
point36441 ( 348836 , 596022 ) 
point62521 ( 760831 , 271235 ) 
point60681 ( 757597 , 270608 ) 
point94046 ( 759257 , 264207 ) 
point93015 ( 751286 , 290095 ) 
point13923 ( 615582 , 699159 ) 
point90118 ( 779214 , 284497 ) 
point64576 ( 775590 , 296645 ) 
point83099 ( 782642 , 274271 ) 
point77412 ( 770746 , 254508 ) 
point12065 ( 876313 , 581360 ) 
point68384 ( 750549 , 297574 ) 
point99110 ( 795738 , 269388 ) 
point76815 ( 774563 , 269777 ) 
point91016 ( 795596 , 288139 ) 
point80981 ( 786412 , 264335 ) 
point10647 ( 376086 , 208783 ) 
point66019 ( 765334 , 255739 ) 
point56841 ( 297979 , 631956 ) 
point40264 ( 223175 , 158226 ) 
point40869 ( 303363 , 476550 ) 
point43163 ( 648177 , 198919 ) 
point99276 ( 783844 , 285860 ) 
point2232 ( 892120 , 334442 ) 
point3602 ( 434008 , 922223 ) 
point17781 ( 405248 , 611916 ) 
point40075 ( 671985 , 57086 ) 
point52478 ( 4259 , 672222 ) 
point31248 ( 20894 , 697056 ) 
point30433 ( 704323 , 592139 ) 
point25751 ( 614783 , 593718 ) 
point31294 ( 794473 , 370275 ) 
point71821 ( 796252 , 286324 ) 
point39472 ( 413410 , 838678 ) 
point79771 ( 792848 , 257891 ) 
point49275 ( 867566 , 575659 ) 
point7381 ( 293904 , 23465 ) 
point99119 ( 781467 , 289104 ) 
point93261 ( 769638 , 268288 ) 
point35346 ( 780540 , 408708 ) 
point69211 ( 750109 , 299715 ) 
point97922 ( 780359 , 251346 ) 
point94717 ( 776490 , 256804 ) 
point51319 ( 806131 , 64884 ) 
point8518 ( 60564 , 552242 ) 
point76451 ( 753814 , 272809 ) 
point34874 ( 689735 , 169287 ) 
point87772 ( 765033 , 286880 ) 
point40428 ( 132642 , 722281 ) 
point79946 ( 770823 , 287023 ) 
point45164 ( 851418 , 866036 ) 
point8540 ( 958884 , 233004 ) 
point26904 ( 195965 , 611573 ) 
point50824 ( 609587 , 693878 ) 
point7621 ( 101186 , 881815 ) 
point23232 ( 823903 , 568011 ) 
point29537 ( 583077 , 339430 ) 
point35268 ( 204927 , 126305 ) 
point85660 ( 756953 , 252378 ) 
point10699 ( 815966 , 379356 ) 
point85466 ( 768978 , 269235 ) 
point32232 ( 5592 , 389355 ) 
point39111 ( 266289 , 533594 ) 
point92764 ( 766634 , 285863 ) 
point52444 ( 124188 , 604993 ) 
point2406 ( 533810 , 499644 ) 
point80972 ( 773246 , 265985 ) 
point72219 ( 765952 , 257706 ) 
point20921 ( 517203 , 894353 ) 
point51433 ( 575872 , 80717 ) 
point88189 ( 799184 , 271691 ) 
point64757 ( 775298 , 298542 ) 
point41742 ( 774947 , 50938 ) 
point77842 ( 795630 , 264919 ) 
point97216 ( 785316 , 277834 ) 
point62753 ( 759002 , 291204 ) 
point33477 ( 394052 , 735760 ) 
point62315 ( 775684 , 299578 ) 
point26452 ( 588479 , 526824 ) 
point14009 ( 211550 , 899502 ) 
point45861 ( 893545 , 825821 ) 
point71732 ( 792259 , 281198 ) 
point19939 ( 386834 , 797582 ) 
point1618 ( 931254 , 157196 ) 
point14934 ( 383750 , 505066 ) 
point17683 ( 112806 , 894480 ) 
point80504 ( 774064 , 283076 ) 
point66628 ( 750851 , 287769 ) 
point25672 ( 882157 , 628478 ) 
point79018 ( 779189 , 266346 ) 
point54197 ( 66196 , 912148 ) 
point77480 ( 771074 , 283166 ) 
point65032 ( 772422 , 283424 ) 
point89852 ( 760752 , 295480 ) 
point74761 ( 764264 , 251252 ) 
point52952 ( 817065 , 536370 ) 
point17426 ( 618247 , 59594 ) 
point84464 ( 756945 , 269035 ) 
point15902 ( 608503 , 569291 ) 
point61171 ( 754495 , 277874 ) 
point14020 ( 763502 , 248733 ) 
point11429 ( 269972 , 704854 ) 
point62036 ( 776800 , 258249 ) 
point31914 ( 970960 , 392291 ) 
point57248 ( 387785 , 622055 ) 
point38625 ( 475120 , 354851 ) 
point27686 ( 675998 , 769081 ) 
point42506 ( 162207 , 526791 ) 
point23786 ( 421071 , 614406 ) 
point83154 ( 789480 , 273535 ) 
point66945 ( 773834 , 285802 ) 
point36145 ( 916253 , 667184 ) 
point23924 ( 567879 , 253597 ) 
point9348 ( 297943 , 140204 ) 
point83572 ( 761382 , 252301 ) 
point2770 ( 457571 , 496482 ) 
point81938 ( 767175 , 298470 ) 
point37437 ( 529438 , 321834 ) 
point44709 ( 550839 , 81750 ) 
point3540 ( 869729 , 906778 ) 
point40496 ( 455576 , 260594 ) 
point33101 ( 604859 , 758099 ) 
point51284 ( 456610 , 72524 ) 
point73243 ( 794512 , 250167 ) 
point71211 ( 752708 , 251249 ) 
point25021 ( 655488 , 894479 ) 
point69358 ( 753165 , 258479 ) 
point54252 ( 277736 , 648816 ) 
point71810 ( 785518 , 277442 ) 
point82879 ( 760765 , 251347 ) 
point51605 ( 139388 , 995345 ) 
point29568 ( 887531 , 535038 ) 
point24171 ( 825993 , 919896 ) 
point76871 ( 771918 , 278155 ) 
point38326 ( 298612 , 901361 ) 
point10476 ( 598253 , 167130 ) 
point1088 ( 351034 , 105096 ) 
point85903 ( 757551 , 260076 ) 
point68679 ( 779202 , 261133 ) 
point39762 ( 487060 , 679174 ) 
point62110 ( 762945 , 261341 ) 
point93208 ( 786613 , 296946 ) 
point16856 ( 338131 , 576444 ) 
point92319 ( 777149 , 294918 ) 
point84681 ( 752912 , 267343 ) 
point94142 ( 752552 , 285185 ) 
point86966 ( 784428 , 279452 ) 
point70717 ( 795883 , 278193 ) 
point92063 ( 756952 , 286742 ) 
point14670 ( 773858 , 126275 ) 
point62371 ( 787521 , 254080 ) 
point98560 ( 799283 , 264370 ) 
point76515 ( 763247 , 278621 ) 
point85086 ( 774388 , 260445 ) 
point94555 ( 761748 , 254735 ) 
point43346 ( 338963 , 639407 ) 
point41108 ( 735760 , 633147 ) 
point68435 ( 750144 , 275598 ) 
point10372 ( 542551 , 386571 ) 
point86551 ( 792164 , 292521 ) 
point4272 ( 107809 , 570242 ) 
point8635 ( 245830 , 508180 ) 
point45197 ( 189265 , 207533 ) 
point61025 ( 782355 , 285841 ) 
point93366 ( 766456 , 250678 ) 
point96918 ( 793858 , 273245 ) 
point32448 ( 589576 , 469633 ) 
point48726 ( 102261 , 562175 ) 
point26596 ( 823676 , 692360 ) 
point68080 ( 750989 , 296228 ) 
point48388 ( 844139 , 618290 ) 
point42391 ( 602308 , 639567 ) 
point22128 ( 60022 , 456096 ) 
point55981 ( 343986 , 876858 ) 
point62781 ( 774821 , 263155 ) 
point63860 ( 765342 , 298530 ) 
point38415 ( 626493 , 527905 ) 
point56349 ( 499266 , 333598 ) 
point13252 ( 611765 , 336553 ) 
point90771 ( 785357 , 288926 ) 
point99744 ( 796859 , 266452 ) 
point94859 ( 761044 , 294069 ) 
point19073 ( 119117 , 440831 ) 
point30822 ( 75430 , 34933 ) 
point19255 ( 617255 , 799422 ) 
point39297 ( 899049 , 823135 ) 
point81719 ( 795484 , 291046 ) 
point28918 ( 162442 , 244886 ) 
point90613 ( 794503 , 294237 ) 
point56371 ( 787636 , 25479 ) 
point3784 ( 510907 , 811015 ) 
point42439 ( 819690 , 341941 ) 
point53653 ( 252671 , 851853 ) 
point65488 ( 784959 , 287193 ) 
point53826 ( 485691 , 829 ) 
point33976 ( 546283 , 862116 ) 
point63416 ( 777301 , 255937 ) 
point32635 ( 882453 , 756168 ) 
point62182 ( 776931 , 255905 ) 
point90784 ( 782779 , 276889 ) 
point73651 ( 788934 , 253213 ) 
point96601 ( 787125 , 252414 ) 
point75306 ( 772217 , 271990 ) 
